"","gvkey","key_id"
"17745",15487,"WKg"
"17746",15495,"xo6"
"17747",15503,"lly"
"17748",15708,"uiN"
"17749",15710,"tAS"
"17750",15711,"1AZ"
"17751",15758,"aId"
"17752",15761,"EYS"
"17753",15763,"hU3"
"17754",15798,"FSO"
"17755",15799,"TAF"
"17756",15800,"UBI"
"17757",15802,"def"
"17758",15803,"LOr"
"17759",15822,"iUr"
"17760",15824,"ejM"
"17761",15848,"AsL"
"17762",15851,"NrP"
"17763",15852,"3U0"
"17764",15853,"wVf"
"17765",15854,"2SV"
"17766",15858,"mzW"
"17767",15859,"Xyc"
"17768",15944,"zvE"
"17769",16188,"e7h"
"17770",16280,"koa"
"17771",16284,"jyz"
"17772",16394,"bWP"
"17773",16401,"vQZ"
"17774",16405,"V4u"
"17775",16420,"UPR"
"17776",16436,"dy1"
"17777",16437,"Rcq"
"17778",16438,"rQh"
"17779",16439,"Sbo"
"17780",16440,"ftp"
"17781",16453,"Y7D"
"17782",16454,"Mlo"
"17783",16456,"il5"
"17784",16458,"W4e"
"17785",16469,"Vzt"
"17786",16470,"yFr"
"17787",16471,"Ym8"
"17788",16474,"msp"
"17789",16475,"1Zf"
"17790",16478,"qiY"
"17791",16480,"oxr"
"17792",16481,"AW9"
"17793",16483,"Sds"
"17794",16488,"9TL"
"17795",16490,"5EG"
"17796",16491,"pkx"
"17797",16531,"Xxc"
"17798",16541,"irK"
"17799",16545,"G1m"
"17800",16558,"KKq"
"17801",16559,"2UC"
"17802",16560,"YqA"
"17803",16563,"wJ3"
"17804",16582,"6UB"
"17805",16597,"E5J"
"17806",16600,"AFZ"
"17807",16650,"1cw"
"17808",16665,"LOr"
"17809",16710,"gQA"
"17810",16721,"qxV"
"17811",16729,"Vuo"
"17812",16795,"vlI"
"17813",16804,"a1B"
"17814",16932,"RWi"
"17815",17055,"VA8"
"17816",17079,"lKh"
"17817",17080,"Ltw"
"17818",17101,"Bm1"
"17819",17107,"OKy"
"17820",17108,"kDd"
"17821",17110,"Jft"
"17822",17117,"IwC"
"17823",17137,"bZe"
"17824",17158,"hld"
"17825",17164,"tIn"
"17826",17196,"EFS"
"17827",17199,"Pvp"
"17828",17201,"x1z"
"17829",17203,"rMm"
"17830",17209,"yVx"
"17831",17213,"2pg"
"17832",17225,"Flj"
"17833",17232,"ESm"
"17834",17286,"M4q"
"17835",17332,"cEN"
"17836",17366,"g55"
"17837",17497,"KG4"
"17838",17525,"7ki"
"17839",17560,"5NR"
"17840",17611,"WYG"
"17841",17723,"MYe"
"17842",17763,"f5A"
"17843",17764,"Syo"
"17844",17828,"SPd"
"17845",18007,"z28"
"17846",18061,"7NJ"
"17847",18062,"BTm"
"17848",18074,"iL1"
"17849",18087,"Yh6"
"17850",18338,"bO5"
"17851",18366,"yNt"
"17852",18480,"nna"
"17853",18482,"YHW"
"17854",18484,"cBs"
"17855",18538,"MVl"
"17856",18545,"rOZ"
"17857",18549,"4B4"
"17858",18563,"Qx0"
"17859",18570,"Wxf"
"17860",18597,"0L1"
"17861",18696,"pIn"
"17862",18701,"FAI"
"17863",18703,"bBX"
"17864",18705,"EmR"
"17865",18729,"ix5"
"17866",18756,"fPa"
"17867",18758,"cgs"
"17868",18791,"Y2i"
"17869",18802,"GGr"
"17870",18807,"7ay"
"17871",18811,"bom"
"17872",18950,"u2o"
"17873",18957,"man"
"17874",19028,"gZO"
"17875",19072,"6mC"
"17876",19096,"pEi"
"17877",19103,"EfV"
"17878",19113,"gFZ"
"17879",19129,"Y2L"
"17880",19152,"aUy"
"17881",19155,"Sjc"
"17882",19209,"qLi"
"17883",19247,"lyy"
"17884",19258,"6gt"
"17885",19260,"W8K"
"17886",19306,"Edp"
"17887",19311,"cDQ"
"17888",19314,"R6I"
"17889",19332,"ztm"
"17890",19364,"ygN"
"17891",19398,"vZ2"
"17892",19402,"1EP"
"17893",19427,"cDW"
"17894",19429,"clq"
"17895",19430,"MI0"
"17896",19431,"Z11"
"17897",19433,"LKA"
"17898",19435,"DdG"
"17899",19438,"eh6"
"17900",19439,"RDg"
"17901",19477,"wVr"
"17902",19548,"yUQ"
"17903",19565,"uuZ"
"17904",19566,"3Nw"
"17905",19575,"PSs"
"17906",19593,"niu"
"17907",19595,"LGn"
"17908",19613,"clR"
"17909",19618,"sjh"
"17910",19625,"kwC"
"17911",19644,"Vjn"
"17912",19661,"ija"
"17913",19692,"e8K"
"17914",19696,"Qmq"
"17915",19731,"9KH"
"17916",19798,"R0a"
"17917",19807,"Tsm"
"17918",19818,"NZs"
"17919",19824,"N7k"
"17920",19911,"9rx"
"17921",19917,"eQg"
"17922",19950,"sbb"
"17923",19953,"6o3"
"17924",19962,"IpR"
"17925",19975,"b6D"
"17926",19976,"Evh"
"17927",19995,"GiI"
"17928",19999,"mr8"
"17929",20005,"RQF"
"17930",20021,"kIA"
"17931",20031,"Vgo"
"17932",20036,"U9U"
"17933",20039,"KBX"
"17934",20047,"6QC"
"17935",20054,"hQX"
"17936",20055,"3Ae"
"17937",20063,"2xw"
"17938",20064,"ttG"
"17939",20065,"gnl"
"17940",20067,"LEk"
"17941",20118,"BjI"
"17942",20134,"1OQ"
"17943",20151,"BuK"
"17944",20158,"Pd9"
"17945",20185,"I4D"
"17946",20192,"lym"
"17947",20194,"HaO"
"17948",20196,"DsC"
"17949",20198,"Bo8"
"17950",20199,"jWX"
"17951",20204,"huc"
"17952",20205,"exv"
"17953",20210,"89B"
"17954",20218,"6FF"
"17955",20222,"QrT"
"17956",20234,"OoD"
"17957",20239,"hgy"
"17958",20243,"Ut5"
"17959",20244,"8j4"
"17960",20245,"79s"
"17961",20249,"KjZ"
"17962",20251,"w3Y"
"17963",20258,"pFV"
"17964",20259,"hfF"
"17965",20265,"i21"
"17966",20278,"gBH"
"17967",20283,"NTG"
"17968",20294,"EUQ"
"17969",20296,"fSB"
"17970",20302,"SDg"
"17971",20303,"V34"
"17972",20304,"dUf"
"17973",20305,"ox5"
"17974",20308,"nrb"
"17975",20310,"1It"
"17976",20314,"Piy"
"17977",20319,"HsE"
"17978",20323,"4rs"
"17979",20333,"LgD"
"17980",20338,"UY1"
"17981",20345,"MK3"
"17982",20351,"j9y"
"17983",20380,"W17"
"17984",20387,"AGF"
"17985",20390,"nAa"
"17986",20392,"9Yj"
"17987",20398,"Ph9"
"17988",20405,"XUo"
"17989",20417,"eSQ"
"17990",20423,"76k"
"17991",20432,"c38"
"17992",20442,"S4h"
"17993",20445,"DHn"
"17994",20449,"jAx"
"17995",20456,"NkT"
"17996",20458,"Bou"
"17997",20464,"pP3"
"17998",20475,"1kj"
"17999",20488,"Htl"
"18000",20490,"0qS"
"18001",20492,"u30"
"18002",20494,"d4q"
"18003",20495,"Uge"
"18004",20516,"bJn"
"18005",20524,"cXM"
"18006",20538,"p1l"
"18007",20544,"nwj"
"18008",20548,"zHi"
"18009",20553,"8MO"
"18010",20557,"DjE"
"18011",20561,"quD"
"18012",20568,"x4z"
"18013",20569,"9Yu"
"18014",20570,"Wog"
"18015",20576,"Ej4"
"18016",20577,"Dwg"
"18017",20583,"tTX"
"18018",20586,"r2n"
"18019",20588,"MMn"
"18020",20595,"EKt"
"18021",20596,"XnP"
"18022",20610,"XmV"
"18023",20625,"hi1"
"18024",20633,"x8m"
"18025",20676,"fQL"
"18026",20684,"imh"
"18027",20695,"vj9"
"18028",20696,"DFN"
"18029",20724,"KmQ"
"18030",20727,"VF6"
"18031",20734,"LFZ"
"18032",20745,"MYZ"
"18033",20747,"u94"
"18034",20754,"BW8"
"18035",20779,"nev"
"18036",20783,"yXs"
"18037",20787,"VpN"
"18038",20789,"ao9"
"18039",20794,"EkV"
"18040",20797,"dTh"
"18041",20799,"mgB"
"18042",20800,"Xtz"
"18043",20826,"Kdy"
"18044",20831,"9DK"
"18045",20845,"Rl1"
"18046",20852,"qzG"
"18047",20860,"3yb"
"18048",20866,"zjy"
"18049",20873,"Dpl"
"18050",20879,"LRt"
"18051",20880,"brT"
"18052",20889,"nBB"
"18053",20900,"Y52"
"18054",20903,"Xzn"
"18055",20904,"cMd"
"18056",20906,"QPr"
"18057",20907,"i5B"
"18058",20908,"OOb"
"18059",20969,"atm"
"18060",20982,"ADO"
"18061",20983,"Hyr"
"18062",20991,"0xl"
"18063",20992,"qFL"
"18064",20993,"JWT"
"18065",21062,"N7w"
"18066",21063,"ma0"
"18067",21078,"3Gd"
"18068",21081,"PYL"
"18069",21092,"wN5"
"18070",21106,"TSn"
"18071",21116,"z1P"
"18072",21144,"38K"
"18073",21151,"n2w"
"18074",21158,"TF7"
"18075",21167,"Xng"
"18076",21200,"qyM"
"18077",21201,"0fh"
"18078",21213,"EuG"
"18079",21217,"seD"
"18080",21218,"7vA"
"18081",21232,"9QK"
"18082",21233,"dCa"
"18083",21234,"bJf"
"18084",21235,"njk"
"18085",21238,"XOr"
"18086",21240,"pAc"
"18087",21244,"ZXh"
"18088",21250,"glh"
"18089",21251,"iZc"
"18090",21252,"IPB"
"18091",21256,"1lc"
"18092",21291,"Kop"
"18093",21300,"Kc0"
"18094",21375,"Vcc"
"18095",21381,"dXQ"
"18096",21427,"4jw"
"18097",21429,"aZp"
"18098",21434,"IBt"
"18099",21440,"uoV"
"18100",21487,"0o2"
"18101",21488,"qEf"
"18102",21491,"j62"
"18103",21496,"nsw"
"18104",21499,"XJZ"
"18105",21501,"sG9"
"18106",21504,"Ojo"
"18107",21505,"MLz"
"18108",21506,"x9P"
"18109",21507,"oW2"
"18110",21519,"VP6"
"18111",21534,"oPZ"
"18112",21542,"WC7"
"18113",21573,"zFP"
"18114",21606,"e11"
"18115",21623,"vOG"
"18116",21673,"kOH"
"18117",21675,"Qph"
"18118",21684,"zMr"
"18119",21685,"bRR"
"18120",21686,"Itr"
"18121",21740,"B2p"
"18122",21757,"6y7"
"18123",21763,"7n0"
"18124",21766,"Ng0"
"18125",21776,"oHR"
"18126",21777,"sJe"
"18127",21791,"mAj"
"18128",21828,"Ads"
"18129",21856,"ujK"
"18130",21864,"PlW"
"18131",21868,"34o"
"18132",21892,"8x0"
"18133",21894,"6J4"
"18134",21909,"7sV"
"18135",21952,"PGI"
"18136",21959,"Akw"
"18137",21960,"XDK"
"18138",21961,"9hn"
"18139",21962,"qz6"
"18140",22020,"y6T"
"18141",22049,"hDT"
"18142",22057,"uOi"
"18143",22059,"1pw"
"18144",22079,"xKx"
"18145",22087,"ius"
"18146",22121,"W7p"
"18147",22139,"lsN"
"18148",22140,"qku"
"18149",22144,"kwz"
"18150",22150,"53s"
"18151",22170,"ZFI"
"18152",22173,"9UX"
"18153",22199,"YR4"
"18154",22228,"MCw"
"18155",22231,"WsR"
"18156",22250,"m1p"
"18157",22255,"FHk"
"18158",22260,"mxi"
"18159",22262,"meb"
"18160",22263,"w5q"
"18161",22264,"Ewc"
"18162",22308,"wWf"
"18163",22325,"kdI"
"18164",22345,"Fxx"
"18165",22383,"pqz"
"18166",22398,"Hcm"
"18167",22404,"id2"
"18168",22447,"fVY"
"18169",22461,"Vt0"
"18170",22466,"rgQ"
"18171",22495,"b9T"
"18172",22496,"SUC"
"18173",22524,"6eH"
"18174",22528,"43X"
"18175",22531,"Z26"
"18176",22532,"Iwc"
"18177",22543,"enu"
"18178",22546,"J88"
"18179",22552,"uYX"
"18180",22567,"hgi"
"18181",22612,"GHa"
"18182",22615,"gxI"
"18183",22619,"IIR"
"18184",22657,"Kzm"
"18185",22659,"SI0"
"18186",22666,"cb3"
"18187",22668,"4VK"
"18188",22681,"ZJM"
"18189",22695,"MHI"
"18190",22730,"jXP"
"18191",22763,"Y21"
"18192",22772,"KjC"
"18193",22776,"4rb"
"18194",22793,"Wvc"
"18195",22794,"aWY"
"18196",22797,"jOJ"
"18197",22805,"dOT"
"18198",22808,"2aj"
"18199",22810,"DxG"
"18200",22815,"DWe"
"18201",22817,"vsP"
"18202",22821,"tqF"
"18203",22823,"R7M"
"18204",22829,"HhC"
"18205",22832,"qsV"
"18206",22837,"Cml"
"18207",22838,"tI4"
"18208",22843,"PRv"
"18209",22850,"BtO"
"18210",22859,"NWO"
"18211",22913,"Akz"
"18212",22946,"XoT"
"18213",22957,"1QW"
"18214",22974,"1pT"
"18215",22978,"o21"
"18216",22980,"JZN"
"18217",22991,"kFw"
"18218",23000,"cIY"
"18219",23002,"eUg"
"18220",23004,"58O"
"18221",23015,"O7P"
"18222",23034,"nwz"
"18223",23045,"PD9"
"18224",23047,"mYB"
"18225",23051,"2Dw"
"18226",23052,"5iG"
"18227",23062,"TSU"
"18228",23065,"gO0"
"18229",23067,"gU6"
"18230",23068,"ibi"
"18231",23076,"Cos"
"18232",23084,"Tka"
"18233",23089,"umo"
"18234",23113,"63f"
"18235",23120,"Kbg"
"18236",23122,"lmn"
"18237",23123,"OaB"
"18238",23126,"GuU"
"18239",23130,"lhM"
"18240",23133,"iGf"
"18241",23135,"DvC"
"18242",23137,"50a"
"18243",23146,"BlS"
"18244",23170,"Vtr"
"18245",23171,"J9j"
"18246",23195,"1TW"
"18247",23196,"jxk"
"18248",23197,"nVm"
"18249",23199,"Wdr"
"18250",23218,"Gbk"
"18251",23220,"Q98"
"18252",23221,"IDV"
"18253",23222,"QvH"
"18254",23224,"4oM"
"18255",23227,"hfP"
"18256",23244,"YQG"
"18257",23252,"1Ud"
"18258",23261,"N1D"
"18259",23262,"5RQ"
"18260",23272,"pUE"
"18261",23275,"cOD"
"18262",23276,"t5M"
"18263",23282,"3ET"
"18264",23288,"dW3"
"18265",23291,"nCv"
"18266",23338,"qaY"
"18267",23355,"JE8"
"18268",23420,"fBS"
"18269",23442,"0dn"
"18270",23469,"MJG"
"18271",23484,"lzd"
"18272",23486,"EXg"
"18273",23487,"GvQ"
"18274",23489,"5GR"
"18275",23491,"WbF"
"18276",23496,"ySi"
"18277",23499,"tWP"
"18278",23503,"kX5"
"18279",23504,"IPl"
"18280",23520,"CEk"
"18281",23526,"TAD"
"18282",23528,"jaU"
"18283",23543,"eU5"
"18284",23576,"F2k"
"18285",23577,"IVJ"
"18286",23600,"3Yi"
"18287",23605,"r5N"
"18288",23609,"FbO"
"18289",23616,"XFt"
"18290",23667,"Z3b"
"18291",23692,"g6Z"
"18292",23697,"Xdd"
"18293",23700,"7Of"
"18294",23712,"QWq"
"18295",23714,"Jts"
"18296",23717,"6ZL"
"18297",23727,"Udi"
"18298",23753,"nq9"
"18299",23761,"s93"
"18300",23767,"mK0"
"18301",23769,"DY4"
"18302",23774,"bxK"
"18303",23776,"r2D"
"18304",23778,"wnS"
"18305",23779,"tzl"
"18306",23787,"BQW"
"18307",23788,"rRY"
"18308",23792,"QaA"
"18309",23798,"Z52"
"18310",23799,"6ut"
"18311",23801,"aN2"
"18312",23805,"uyj"
"18313",23808,"9kI"
"18314",23810,"vFJ"
"18315",23811,"UBp"
"18316",23812,"7u1"
"18317",23819,"16r"
"18318",23820,"v6J"
"18319",23826,"YmW"
"18320",23852,"736"
"18321",23858,"gsl"
"18322",23866,"slN"
"18323",23872,"UGH"
"18324",23875,"HY5"
"18325",23876,"SEX"
"18326",23877,"6Rk"
"18327",23886,"ljP"
"18328",23890,"VZe"
"18329",23897,"tsH"
"18330",23898,"jva"
"18331",23929,"Vl9"
"18332",23934,"pjE"
"18333",23940,"ADg"
"18334",23942,"CzA"
"18335",23943,"Sep"
"18336",23945,"ebD"
"18337",23947,"UCq"
"18338",23948,"iQv"
"18339",23950,"58J"
"18340",23953,"pqf"
"18341",23955,"aGA"
"18342",23956,"ic5"
"18343",23961,"MXw"
"18344",23968,"IW2"
"18345",23969,"QsU"
"18346",23971,"SvO"
"18347",23973,"pmQ"
"18348",23976,"kVK"
"18349",23979,"BiM"
"18350",23987,"AYO"
"18351",23988,"icj"
"18352",23994,"tV5"
"18353",24005,"cOJ"
"18354",24008,"bGm"
"18355",24022,"vlw"
"18356",24024,"AOI"
"18357",24029,"k94"
"18358",24032,"DC8"
"18359",24036,"pwL"
"18360",24037,"QXD"
"18361",24038,"8s2"
"18362",24040,"L0N"
"18363",24050,"nLE"
"18364",24051,"6Ic"
"18365",24058,"fKn"
"18366",24067,"k1e"
"18367",24068,"Mna"
"18368",24069,"Z78"
"18369",24079,"Av4"
"18370",24082,"9ho"
"18371",24086,"G45"
"18372",24093,"yMi"
"18373",24096,"2sH"
"18374",24099,"jOI"
"18375",24100,"hoo"
"18376",24101,"jKx"
"18377",24105,"bdJ"
"18378",24110,"GlG"
"18379",24111,"Mos"
"18380",24113,"srB"
"18381",24157,"5ZH"
"18382",24161,"gZC"
"18383",24165,"oy9"
"18384",24167,"6TG"
"18385",24170,"evC"
"18386",24171,"Rzo"
"18387",24174,"FPL"
"18388",24179,"Zfe"
"18389",24184,"qaW"
"18390",24186,"vEx"
"18391",24187,"7Gj"
"18392",24190,"bXb"
"18393",24193,"qGI"
"18394",24195,"y1k"
"18395",24197,"dIm"
"18396",24198,"xob"
"18397",24203,"Xgy"
"18398",24204,"ElP"
"18399",24205,"4iJ"
"18400",24216,"jPc"
"18401",24217,"akv"
"18402",24219,"15g"
"18403",24220,"OTZ"
"18404",24222,"o0i"
"18405",24225,"oWY"
"18406",24226,"zHS"
"18407",24230,"fBa"
"18408",24234,"6K1"
"18409",24245,"TRk"
"18410",24284,"ROW"
"18411",24289,"ind"
"18412",24291,"XeH"
"18413",24293,"rYl"
"18414",24295,"g3G"
"18415",24302,"JnP"
"18416",24303,"o5L"
"18417",24304,"qlZ"
"18418",24306,"87D"
"18419",24307,"zdS"
"18420",24311,"MAl"
"18421",24312,"NA6"
"18422",24315,"Qjb"
"18423",24316,"3ZO"
"18424",24317,"QRK"
"18425",24319,"uU2"
"18426",24324,"5za"
"18427",24325,"pme"
"18428",24326,"D4s"
"18429",24334,"ofY"
"18430",24335,"KtT"
"18431",24342,"klB"
"18432",24344,"cgM"
"18433",24345,"RJb"
"18434",24350,"iuf"
"18435",24352,"BI9"
"18436",24353,"rnp"
"18437",24354,"Fam"
"18438",24356,"NuY"
"18439",24357,"FCP"
"18440",24359,"nhZ"
"18441",24360,"k0o"
"18442",24361,"e6o"
"18443",24366,"A6s"
"18444",24368,"W4c"
"18445",24369,"oNs"
"18446",24370,"Qrn"
"18447",24375,"78C"
"18448",24376,"0nO"
"18449",24378,"H1V"
"18450",24381,"pOL"
"18451",24382,"yQP"
"18452",24384,"dzW"
"18453",24385,"hbo"
"18454",24386,"Nw4"
"18455",24388,"3HL"
"18456",24389,"9V8"
"18457",24394,"KX1"
"18458",24395,"O5Y"
"18459",24398,"aPu"
"18460",24400,"OdR"
"18461",24401,"Wg7"
"18462",24402,"tSB"
"18463",24403,"ONJ"
"18464",24404,"8Dd"
"18465",24405,"zyW"
"18466",24407,"hD6"
"18467",24408,"6uh"
"18468",24415,"IUO"
"18469",24419,"BWW"
"18470",24427,"YVA"
"18471",24428,"65R"
"18472",24430,"oxO"
"18473",24432,"9Ph"
"18474",24436,"93f"
"18475",24438,"pva"
"18476",24441,"GDY"
"18477",24442,"vyZ"
"18478",24448,"474"
"18479",24449,"Mqe"
"18480",24451,"v7v"
"18481",24463,"fKH"
"18482",24464,"mtX"
"18483",24468,"5Ta"
"18484",24473,"4Rx"
"18485",24474,"rLi"
"18486",24475,"tVm"
"18487",24483,"Nn1"
"18488",24484,"3MI"
"18489",24485,"mVg"
"18490",24489,"ipM"
"18491",24491,"Qna"
"18492",24492,"IMN"
"18493",24493,"Pb5"
"18494",24495,"rxU"
"18495",24497,"07Q"
"18496",24505,"IeW"
"18497",24507,"ZUU"
"18498",24509,"j5w"
"18499",24510,"Ust"
"18500",24517,"1TM"
"18501",24522,"qiB"
"18502",24530,"CR0"
"18503",24531,"BHm"
"18504",24535,"TBX"
"18505",24536,"WBo"
"18506",24537,"zN1"
"18507",24538,"WUS"
"18508",24542,"76q"
"18509",24543,"MSN"
"18510",24545,"egp"
"18511",24548,"cJN"
"18512",24551,"q6e"
"18513",24608,"xki"
"18514",24610,"7OR"
"18515",24612,"YeC"
"18516",24614,"dlW"
"18517",24617,"Sl2"
"18518",24622,"205"
"18519",24623,"y4k"
"18520",24625,"spE"
"18521",24629,"W3u"
"18522",24634,"rZX"
"18523",24636,"cxp"
"18524",24637,"GFn"
"18525",24639,"wfg"
"18526",24640,"MwH"
"18527",24643,"KKr"
"18528",24645,"yYS"
"18529",24648,"H9n"
"18530",24651,"y8r"
"18531",24654,"o7Z"
"18532",24655,"A1e"
"18533",24656,"X1F"
"18534",24659,"0g3"
"18535",24660,"ZUJ"
"18536",24661,"cht"
"18537",24662,"dkO"
"18538",24664,"AR1"
"18539",24667,"Jko"
"18540",24668,"adV"
"18541",24669,"B6u"
"18542",24670,"2Xb"
"18543",24671,"tI2"
"18544",24675,"34N"
"18545",24679,"OsP"
"18546",24680,"xLo"
"18547",24685,"STE"
"18548",24686,"L1L"
"18549",24689,"IS2"
"18550",24691,"bV9"
"18551",24692,"4of"
"18552",24695,"KCy"
"18553",24699,"e1L"
"18554",24701,"oDk"
"18555",24704,"yCJ"
"18556",24706,"4Cb"
"18557",24707,"lut"
"18558",24708,"mCa"
"18559",24710,"7Zf"
"18560",24712,"0Wc"
"18561",24713,"baX"
"18562",24715,"er1"
"18563",24716,"ynL"
"18564",24717,"0os"
"18565",24720,"XtZ"
"18566",24721,"fcW"
"18567",24723,"XiP"
"18568",24727,"Mks"
"18569",24733,"YUm"
"18570",24741,"wgJ"
"18571",24743,"VEJ"
"18572",24747,"mhm"
"18573",24749,"nIy"
"18574",24750,"v0p"
"18575",24751,"Qn7"
"18576",24752,"NhI"
"18577",24754,"H08"
"18578",24755,"76h"
"18579",24758,"rDJ"
"18580",24759,"ANT"
"18581",24761,"EjC"
"18582",24766,"ZxH"
"18583",24767,"fOh"
"18584",24768,"jQy"
"18585",24770,"hnr"
"18586",24771,"qGt"
"18587",24773,"l2z"
"18588",24776,"oHq"
"18589",24778,"s3G"
"18590",24779,"7MB"
"18591",24781,"reE"
"18592",24782,"6Ri"
"18593",24783,"nSr"
"18594",24790,"loP"
"18595",24791,"C9q"
"18596",24792,"YPv"
"18597",24793,"qxu"
"18598",24797,"DSx"
"18599",24800,"4Qx"
"18600",24803,"OKk"
"18601",24807,"ksq"
"18602",24808,"VUX"
"18603",24809,"kwg"
"18604",24815,"MRs"
"18605",24832,"eic"
"18606",24837,"DYC"
"18607",24839,"f0w"
"18608",24840,"ax7"
"18609",24841,"EsY"
"18610",24843,"uFG"
"18611",24844,"dmi"
"18612",24845,"KwJ"
"18613",24846,"vcR"
"18614",24850,"KYU"
"18615",24851,"jgT"
"18616",24852,"x5E"
"18617",24853,"Gdi"
"18618",24856,"e8S"
"18619",24857,"ma2"
"18620",24858,"um7"
"18621",24859,"Or3"
"18622",24860,"BNP"
"18623",24870,"v86"
"18624",24873,"1dg"
"18625",24875,"D60"
"18626",24877,"gdL"
"18627",24878,"DLJ"
"18628",24879,"DyI"
"18629",24881,"ADe"
"18630",24882,"Wwm"
"18631",24884,"OKe"
"18632",24887,"uW0"
"18633",24888,"nSb"
"18634",24890,"5hy"
"18635",24892,"99l"
"18636",24893,"nlR"
"18637",24902,"1Cz"
"18638",24904,"Bit"
"18639",24907,"jPH"
"18640",24908,"JDC"
"18641",24909,"aea"
"18642",24912,"OUD"
"18643",24919,"p8o"
"18644",24922,"8qK"
"18645",24925,"VSs"
"18646",24926,"1Wn"
"18647",24927,"Ih3"
"18648",24928,"dWV"
"18649",24931,"hjZ"
"18650",24934,"LGT"
"18651",24935,"Wvy"
"18652",24943,"xx4"
"18653",24945,"POQ"
"18654",24948,"UbR"
"18655",24951,"iim"
"18656",24953,"IiM"
"18657",24954,"mfc"
"18658",24958,"QGD"
"18659",24960,"wQe"
"18660",24961,"RWC"
"18661",24963,"E0z"
"18662",24969,"R1C"
"18663",24971,"Qww"
"18664",24975,"dQ1"
"18665",24977,"dWJ"
"18666",24979,"Na0"
"18667",24988,"PJx"
"18668",24989,"FgO"
"18669",24991,"mYq"
"18670",24992,"5Pd"
"18671",24996,"Rtr"
"18672",24997,"I1W"
"18673",24999,"eUX"
"18674",25000,"m4N"
"18675",25003,"WtK"
"18676",25004,"TTe"
"18677",25012,"jcP"
"18678",25015,"N2R"
"18679",25016,"gFS"
"18680",25017,"1aD"
"18681",25020,"cRn"
"18682",25021,"B4K"
"18683",25025,"4fy"
"18684",25026,"OyC"
"18685",25028,"ZXU"
"18686",25029,"ugv"
"18687",25031,"Het"
"18688",25047,"hPv"
"18689",25051,"d8O"
"18690",25053,"xi4"
"18691",25058,"Y0m"
"18692",25062,"P3I"
"18693",25063,"CJC"
"18694",25066,"aHZ"
"18695",25067,"H9W"
"18696",25068,"YeR"
"18697",25069,"ne3"
"18698",25076,"psm"
"18699",25079,"ZFW"
"18700",25080,"r3A"
"18701",25081,"Cc5"
"18702",25086,"F9j"
"18703",25088,"qZz"
"18704",25089,"Sl0"
"18705",25092,"z2r"
"18706",25093,"aFO"
"18707",25095,"yih"
"18708",25096,"xzg"
"18709",25098,"dPB"
"18710",25099,"RIF"
"18711",25100,"PH5"
"18712",25108,"qGK"
"18713",25110,"rOp"
"18714",25111,"k0b"
"18715",25112,"B5L"
"18716",25114,"02r"
"18717",25115,"rZ8"
"18718",25117,"c3i"
"18719",25118,"BUv"
"18720",25119,"J2J"
"18721",25121,"5vw"
"18722",25123,"Xwu"
"18723",25124,"aRe"
"18724",25130,"VFe"
"18725",25132,"RF4"
"18726",25136,"mP4"
"18727",25138,"bgQ"
"18728",25144,"ka4"
"18729",25146,"Zcc"
"18730",25147,"Cop"
"18731",25150,"blX"
"18732",25154,"2RJ"
"18733",25160,"WO8"
"18734",25164,"ug9"
"18735",25166,"af7"
"18736",25167,"UU3"
"18737",25168,"Bth"
"18738",25169,"Bnr"
"18739",25170,"xnf"
"18740",25175,"ABp"
"18741",25180,"INS"
"18742",25181,"XrY"
"18743",25183,"rJI"
"18744",25185,"aEn"
"18745",25186,"T12"
"18746",25194,"SX1"
"18747",25195,"r3C"
"18748",25197,"yji"
"18749",25198,"FRN"
"18750",25200,"ytq"
"18751",25202,"BTO"
"18752",25203,"fGI"
"18753",25204,"DWr"
"18754",25205,"oKl"
"18755",25207,"7WP"
"18756",25208,"6ty"
"18757",25209,"26C"
"18758",25215,"FD2"
"18759",25216,"DkE"
"18760",25217,"7R3"
"18761",25222,"MYy"
"18762",25223,"wn5"
"18763",25224,"W9G"
"18764",25227,"Ko6"
"18765",25229,"Rk1"
"18766",25234,"TLw"
"18767",25240,"2TC"
"18768",25241,"ihY"
"18769",25243,"wbu"
"18770",25262,"yFd"
"18771",25268,"VQD"
"18772",25269,"2LT"
"18773",25270,"sYL"
"18774",25271,"t4g"
"18775",25272,"Jch"
"18776",25274,"xVs"
"18777",25275,"giE"
"18778",25276,"JrR"
"18779",25277,"ILI"
"18780",25278,"ACG"
"18781",25279,"wU6"
"18782",25280,"u59"
"18783",25283,"kE5"
"18784",25285,"kuB"
"18785",25295,"gCL"
"18786",25300,"U5n"
"18787",25305,"LqO"
"18788",25311,"Z2z"
"18789",25313,"fkl"
"18790",25314,"Q1j"
"18791",25317,"j0c"
"18792",25318,"jdC"
"18793",25320,"xLh"
"18794",25321,"Xq8"
"18795",25324,"dzi"
"18796",25326,"jK7"
"18797",25331,"AfV"
"18798",25334,"xtO"
"18799",25336,"8TF"
"18800",25341,"Ru5"
"18801",25342,"XPF"
"18802",25347,"vuh"
"18803",25351,"SSu"
"18804",25352,"Jzy"
"18805",25353,"yF0"
"18806",25355,"8l4"
"18807",25356,"Fkc"
"18808",25357,"hsT"
"18809",25358,"CsZ"
"18810",25359,"kHu"
"18811",25361,"tBZ"
"18812",25362,"TQB"
"18813",25364,"uK0"
"18814",25365,"3Gq"
"18815",25375,"AlE"
