"X1009_id","X1011_id","X1017_id","X1021_id","X1028_id","X1034_id","X1036_id","X1043_id","X1045_id","X1050_id","X1054_id","X1056_id","X1058_id","X1065_id","X1073_id","X1075_id","X1078_id","X1081_id","X1082_id","X1094_id","X1095_id","X1096_id","X1098_id","X1099_id","X1104_id","X1108_id","X1109_id","X1111_id","X1115_id","X1116_id","X1117_id","X1121_id","X1128_id","X1137_id","X1138_id","X1141_id","X1151_id","X1154_id","X1155_id","X1161_id","X1164_id","X1166_id","X1171_id","X1173_id","X1181_id","X1186_id","X1189_id","X1197_id","X1203_id","X1208_id","X1209_id","X1210_id","X1212_id","X1213_id","X1228_id","X1230_id","X1231_id","X1234_id","X1235_id","X1238_id","X1239_id","X1240_id","X1243_id","X1244_id","X1245_id","X1250_id","X1253_id","X1254_id","X1255_id","X1257_id","X1260_id","X1262_id","X1264_id","X1266_id","X1279_id","X1281_id","X1283_id","X1286_id","X1297_id","X1300_id","X1311_id","X1318_id","X1324_id","X1327_id","X1328_id","X1331_id","X1334_id","X1351_id","X1356_id","X1359_id","X1360_id","X1365_id","X1372_id","X1380_id","X1382_id","X1392_id","X1397_id","X1410_id","X1411_id","X1430_id"
5.42,-3.339,46.63,3.28,-25.955,62.986,-38.621,-130.386,2422.2,-2.794,66.157,5.076,-45.567,-113.397,-0.932,-134.625,2590.416,856.6,13.756,16.912,-62.568,6.557,4.15,5.783,10.077,6.741,0.244,-57.995,-47.096,-12.657,8.328,-19.84,79.678,10.029,13.036,-2.804,4.28,8.425,4.883,143.548,12.259,-53.067,64.68,2.392,168.898,-21.678,114.308,4.059,35.712,-9.236,1624.4,-7.392,28.293,102.162,-13.491,202.883,-75.701,7.484,9.586,252.4,168.076,951.931,3786,-15.981,-36.484,8.801,104,628.714,-3.186,76.176,2.961,27.571,-13.789,45.434,803,9.524,34.257,0.347,9.151,2211,-165.557,609.402,12.159,9.558,-4.94,-18.297,-1.239,13.642,4566,-7.887,0.044,849.3,30.495,2793.511,-118.669,892.869,28.179,58.148,97.055,2367.4
6.895,0.29,47.366,8.522,6.354,75.212,257.402,162.197,951.4,0,60.655,36.685,19.728,0.19,0.278,189.291,1070.189,292.9,12.765,20.07,29.273,50.195,25.963,18.392,7.489,16.755,0.355,1.657,17.796,2.458,8.181,9.089,78.796,11.807,1.424,1.288,4.77,5.436,5.666,153.458,20.897,73.577,79.28,2.664,66.151,0.317,63.826,1.081,114.846,3.729,437.3,1.288,21.884,135.414,0.017,65.389,0.125,12.594,4.953,79.5,110.944,52.274,1383,0.486,187.463,2.132,1351,105.716,2.342,5.128,6.698,21.095,1.041,3.276,171.293,93.974,3.513,0.626,184.645,1452,40.809,222.026,10.086,13.76,0.102,0.825,8.422,10.119,1604.9,32.603,0.035,576,42.593,1627.165,70.294,504.944,19.244,108.664,51.789,1178.7
40.522,3.635,144.258,48.292,33.543,275.457,1437.561,876.545,11719.6,0,207.486,122.562,126.514,0.474,3.105,1596.639,6158.682,3088,77.094,121.594,159.075,343.504,199.493,90.589,44.224,130.584,3.971,28.763,75.74,18.106,80.611,110.003,666.241,88.274,3.314,5.788,26.9,34.364,25.38,1059.242,154.423,234.327,350.685,14.069,535.959,71.143,274.715,59.584,567.807,81.445,2894.7,25.926,206.069,1181.89,0.041,1046.965,9.089,89.639,41.852,564.2,795.825,8218.562,8757,4.015,2564.008,17.972,1338.4,674.331,7.269,460.224,24.687,162.097,4.622,20.66,2297.826,352.281,25.721,3.281,526.501,12343,326.004,1573.785,18.442,66.344,0.367,6.347,52.802,53.493,10710.2,99.253,0.312,3787.5,274.341,6947.505,1315.804,2158.755,153.805,679.128,398.794,4570.2
0,0.006,0,0,0,0,0,0.082,0,0,1.201,0,0,9.737,0,0,51.272,0,0,0.178,0,44.148,0,0.583,0,0,0,0.011,0.573,0,0.051,0,0.075,0.196,0,0.054,0.068,0.082,0,7.632,0.695,0,1.677,0,0.46,42.929,20.169,0,1.489,0.048,0,0,0.043,109.461,0.314,61.172,0,0,0.02,14,37.351,8.312,22,0,0,0,0.2,0.644,1.254,0,0,0.059,0,0,26.134,0.694,0,0,0,12,0.738,1.989,0,0.311,0.378,0.073,0,0.056,8.2,8.315,0,33.3,0.062,0,10.857,11.208,0,2.634,0.207,0
0,0,0,0.448,0,7.072,2.223,0,0,0,0.266,1.278,0,0,0,90.634,234.338,0,0,0.401,0,0,1.763,0,0.418,2.888,0,0,0,0,0.08,0,2.861,0.631,0.245,0.057,0,0.911,0,0.215,0,2.049,0,0.196,2.113,0,24.292,0,7.572,0,16.9,0.021,1.22,2.207,0,2.693,0,0.52,0.036,0,11.36,9.443,84,0,0,0.062,0,6.075,0,0,0,1.426,0.123,0,78.705,11.358,0.025,0,0,167,0,26.233,5.054,0.417,0,0,0.464,0,500.4,2.392,0.002,138.7,0,271.296,16.76,47.113,0.103,0.848,1.048,0
0.769,0,0.986,0.365,0,8.614,12.522,0.75,6.3,0.002,4.591,1.02,0.15,0,0,77.689,384.959,-24.4,0.631,3.289,0,0,3.83,2.192,0.676,0,-0.006,0.203,0.115,0,-0.293,0.02,12.685,3.417,-0.748,0.006,0.561,1.296,0.011,0,7.772,2.341,15.721,0.289,17.657,0.357,9.515,0,8.148,0.828,106.9,0.515,-2.202,21.862,0,10.751,0,2.105,0.302,28.4,19.694,132.235,126,0,-6.37,0.301,44.8,51.19,0.025,-2.71,-0.479,3.169,0.009,2.542,107.454,4.25,2.633,0,0,140,0,90.878,-0.706,0.943,0,0,0.096,0.663,393.8,14.479,0.007,94.5,-6.455,132.788,0,122.55,1.225,0.693,8.197,79.1
2.333,0.64,3.962,2.269,3.51,11.945,16.928,19.593,337.4,0.045,0.26,4.929,10.888,1.126,0.022,357.575,91.425,60.6,4.203,0.598,26.605,7.185,1.067,1.8,1.054,5.855,0.035,1.173,0.072,0.411,3.565,0.275,1.11,0.271,0.002,0.264,0.246,0.791,1.254,20.158,10.535,11.556,13.44,0.315,13.802,2.787,5.159,0.568,3.819,2.237,103.4,0.255,7.358,12.964,0.016,20.266,6.202,0.262,0.258,60,7.89,29.01,263,0.053,64.299,0.097,28.6,33.415,1.414,4.611,0.209,21.939,0.004,0.688,142.592,11.165,0,0.015,27.428,300,21.925,76.679,0.825,0.67,0.027,3.027,0.577,0.599,205.2,6.401,0,125,4.731,259.097,67.11,13.965,2.992,2.667,3.313,89.7
6,1.188,5.125,1.562,1.125,25.375,8.25,2.125,48.375,0.5,8.75,3.625,1.375,2,0.094,10,45,12,3.125,13,2.75,5.875,5.5,8.5,5.25,3.25,2.25,0.5313,0.875,0.375,0.75,1.375,20,7.5,10.375,0.5,2.625,3.75,0.437,4.875,18,2.25,21,1.312,8.25,7.125,8.25,3.25,15.875,5.5,44.875,0.312,6.625,17,0.344,17.5,0.187,14.25,8.125,16.875,20.75,38.75,19.5,0.4688,18,5,23.125,22.25,1.625,32.625,2.5,10,0.312,23.125,36.875,11.125,28.5,0.031,3.25,27,0.625,34,11,3.875,0.219,4.375,1.75,4.062,57.625,50.875,0.187,21.125,8.125,46.375,5.625,14.125,9.25,28.5,19.875,52.625
0.06959469,-0.06560365,0.09282247,0.01405965,-0.5405031,0.06066861,0.009401544,-0.02759965,-0.01989187,0.2276423,-0.01561268,0.05969472,-0.5310549,-0.1304365,-0.2785137,0.005732796,0.03746865,-0.0670067,-0.2508301,0.05447005,-0.01825192,-0.0937463,0.05036673,0.1023508,0.0728088,-0.1839995,0.1066461,-0.9996276,-0.08644644,-0.09520696,0.4853338,0.1095348,0.02202959,0.01203349,0.02137585,-0.2370463,0.1297216,-0.1952484,-0.07161556,-0.06476592,-0.014075,0.02300149,0.05546813,0.04555166,0.01778105,-0.004786093,-0.2476275,-0.03164918,0.005224119,-0.02278479,-0.000596817,-0.03941794,0.01453167,-0.004073278,-0.05788698,-0.02737989,-0.01104637,-0.3918891,-0.04714048,0.01468573,0.07958116,0.007444922,0.002877412,0.02650571,-0.006296648,0.05002974,-0.02202327,-0.001237145,-0.03503641,-0.0300851,0.03102408,0.02245807,-0.1373507,0.03324955,0.008546441,0.04695969,0.01218255,0.006521739,-0.04330145,0.001262872,0.0690164,0.000777943,0.0764093,0.1453768,0.4178241,-0.05538668,-0.2049782,0.01914587,0.00922723,0.03053038,0.03196347,0.005400599,-0.0268812,0.02993536,-0.08277977,-0.005802519,-0.03562836,0.06055469,0.01651655,-0.07122983
0.046042722,-0.240937195,0.02014263,0.035120201,-0.575324525,0.041695719,0.026702867,-0.071172506,-0.002608229,-1.117886179,0.026740262,0.027795844,-0.094694785,-1.411358729,-0.325040388,0.025979332,0.034989485,-0.052250428,0.01682154,0.101976092,0.00362145,0.177176607,0.028261123,0.050149085,0.026963962,-0.110175377,-0.027820711,-1.362737166,-0.016675884,-0.074776284,0.62120962,0.17463211,0.067953705,0.231653164,-0.115264246,-0.042302879,0.094085933,0.061803486,-0.031707094,-0.026682697,0.067002362,-0.069202198,0.093370226,0.049018422,0.076279677,-0.151329621,0.016561463,0.089309927,0.050582143,-0.187074088,0.064016887,0.173144226,0.050821896,0.172706636,-0.070761671,-0.081402115,-0.508243351,-0.065534373,0.02515075,0.034805169,0.105916345,0.095629765,0.03294141,0.031754363,-0.005751166,0.059084,0.000294134,0.042810956,-0.003899499,0.027988889,-0.068037716,-0.036441982,-0.265743757,0.043649887,0.020317921,0.045060461,0.043086663,-0.06557971,-0.028351756,-0.020885953,-0.154966333,0.037922509,0.432243892,0.097461702,-0.253472222,-0.224791601,-0.184291721,0.08036778,0.004940359,-0.297673056,0.066210046,0.051898442,-0.123208557,0.079007679,-0.088186689,0.186003829,-0.028693907,0.060830425,0.005124709,0.040225773
