"X1009_id","X1011_id","X1017_id","X1021_id","X1028_id","X1034_id","X1036_id","X1043_id","X1045_id","X1050_id","X1054_id","X1056_id","X1058_id","X1065_id","X1073_id","X1075_id","X1078_id","X1081_id","X1082_id","X1094_id","X1095_id","X1096_id","X1098_id","X1099_id","X1104_id","X1108_id","X1109_id","X1111_id","X1115_id","X1116_id","X1117_id","X1121_id","X1128_id","X1137_id","X1138_id","X1141_id","X1151_id","X1154_id","X1155_id","X1161_id","X1164_id","X1166_id","X1171_id","X1173_id","X1181_id","X1186_id","X1189_id","X1197_id","X1203_id","X1208_id","X1209_id","X1210_id","X1212_id","X1213_id","X1228_id","X1230_id","X1231_id","X1234_id","X1235_id","X1238_id","X1239_id","X1240_id","X1243_id","X1244_id","X1245_id","X1250_id","X1253_id","X1254_id","X1255_id","X1257_id","X1260_id","X1262_id","X1264_id","X1266_id","X1279_id","X1281_id","X1283_id","X1286_id","X1297_id","X1300_id","X1311_id","X1318_id","X1324_id","X1327_id","X1328_id","X1331_id","X1334_id","X1351_id","X1356_id","X1359_id","X1360_id","X1365_id","X1372_id","X1380_id","X1382_id","X1392_id","X1397_id","X1410_id","X1411_id","X1430_id"
0.041934821,-0.006247966,0.002156408,0.035583071,-0.10215323,0.020134435,0.022033115,-0.018774629,0.00538979,0,0.047266993,0.068939629,-0.304659498,-0.002776064,0.119547658,0.002514584,0.034086922,-0.035158075,0.070713031,0.064790378,0.02019525,0.003603723,0.011271299,0.040770463,0.043862191,-0.036248399,0.051519835,-0.304659498,-0.192200044,-0.129775671,0.207500963,0.13320652,0.032869545,0.003355818,0.018010038,-0.211764706,0.076596864,-0.080254725,-0.114892449,-0.02975417,0.034989301,0.067314437,0.053891457,0.093602612,0.009873755,-0.013255467,-0.270770821,-0.003246985,0.023317933,-0.01052043,0.016518453,-0.16190827,0.021533528,0.036382789,-0.003144963,0.006491235,-0.009996962,-0.117111496,-0.089848649,0.005091052,0.057235169,0.004215986,0.003770402,-0.011547041,0.019507545,0.018637235,0.052760263,0.022283748,0.021210913,-0.045029241,0.066399944,0.001666688,-0.115635179,-0.008068138,-0.001131343,0.0581115,0.007663553,0.011956522,0.015713802,0.000874296,-0.003756564,0.013069918,0.16703773,0.0515903,0.116898148,-0.012308151,-0.118075872,0.022229386,0.006770121,0.025186894,0.026255708,0.006410468,0.004164767,0.116100386,0.003931757,-0.033196848,-0.026739653,0.025592386,0.012086985,0.008724859
0.033034369,-0.026684022,0.002745988,0.008331646,-0.222021888,0.029831189,-0.004162598,0.044958872,0.009747844,0,-0.00280082,0.04316911,-0.10111146,0.026565392,-0.222021888,0.002183583,0.015672526,-0.01304314,-0.222021888,0.009314911,0,-0.103930258,-0.011082941,0.035904197,0.081562934,-0.195512936,0.036063885,-0.222021888,0.068144871,0.061945818,0.268206186,-0.003698713,0,0.013084302,-0.001121937,-0.008760951,0.001972451,0.056006858,-0.090032037,-0.00040195,0,0.035034201,0,0.035957593,0.002119801,-0.00063561,0.000937983,-0.086491115,0,-0.035560947,-0.007835977,0.009209799,0.013428163,0.004562146,0,0.010202171,-0.027008368,0.002911612,0.006287688,0.007587625,0.035249556,0.00930654,-0.009128343,0.026768141,-0.000955905,0.062190206,0,0.001600402,0,0.013472851,0.185910484,0.00200753,-0.046959826,0.029105177,0.006508334,-0.01198118,0.008413249,0,-0.107719405,0.010200117,0,-0.000439342,-0.030545908,0.020694511,0,-0.004028122,-0.055313094,0.029433613,0.011745332,0.008519312,0,0.013413684,0.021735864,0.039264014,0.008310259,-0.003252323,-0.047122729,0.010498393,0.018504997,0.005823197
0.312447812,0.315904419,0.605342025,0.793067561,0.869181614,0.688689326,0.754448311,0.819712986,0.2438818,0.80952381,0.7254568,0.784785141,0.582644419,0.125586855,0.762747875,0.260293596,0.563389166,0.445126631,0.317729682,0.634839693,0.55910883,0.808523494,0.609964413,0.761982787,0.720922841,0.861753348,0.724964739,0.542453809,0.725050882,0.697280353,0.603319967,0.627025093,0.772431072,0.569633224,0.311674198,0.786732456,0.878614916,0.773872786,0.759655216,0.314477391,0.802073074,0.653917213,0.645947588,0.649369846,0.640917771,0.20194344,0.480140414,0.578852305,0.80558353,0.27920082,0.343633799,0.862210375,0.210301784,0.301313375,0.993598596,0.263046747,0.194910842,0.622651805,0.544376221,0.167226972,0.640884029,0.358390572,0.402103484,0.234479083,0.923376325,0.502356207,0.668183422,0.110704727,0.07588098,0.416808632,0.80316092,0.104799524,0.517215846,0.235921028,0.11195553,0.823231758,0.250911068,0.297396257,0.824431319,0.620696251,0.691407531,0.315002397,0.47164534,0.457693049,0.583333333,0.648592749,0.665673486,0.498003531,0.353108681,0.147077993,0.038251366,0.320420317,0.590580535,0.371345166,0.160124471,0.478277799,0.495661827,0.911634341,0.554924325,0.541555381
0.09508151,0.188831504,0.097550936,-0.005725392,-0.231536476,0.040055628,-0.033880706,0.04702334,0.117693318,NA,0.09429905,0.133501384,-0.62246147,-0.437113402,0.011430551,-0.756125479,0.135200415,-0.036499227,0.351542296,0.044074681,0.087628504,-0.056175414,0.027706985,-0.001233115,0.131485693,0.0075506,0.181984733,-0.360560275,-0.063337093,-0.025242526,9.6,0.222553346,0.113183056,0.272311444,-0.081782118,0.242089496,-0.009506581,0.266294876,-0.263747612,0.004063203,0.526871048,0.012037109,0.084451401,0.1731346,-0.018347064,0.91512675,1.421464118,-0.046207205,0.089097122,0.03843475,0.086408468,0.484794771,0.166554513,0.249379701,0.280701754,0.143970544,-0.045215779,-0.414032483,-0.02614923,0.105830671,0.099035551,0.10537357,-0.020006744,0.222958723,0.120973125,-0.14466686,-0.137069401,0.035300864,0.230696975,0.032494286,0.247680841,0.097656091,-0.407094198,-0.116950284,0.028307418,-0.068864792,0.075373261,-0.54156669,-0.094315103,0.028604787,-0.043736311,0.276433916,-0.148787778,-0.043852366,-6.484197219,-0.391395497,0.073294451,0.011069969,-0.025363913,0.038244668,0.45959596,-0.054039768,-0.180999743,0.128924219,0.349725758,0.104227091,-0.048954367,0.07476117,0.02533665,-0.035438776
0.082631422,-0.211389481,-0.105779791,-0.24970367,-1.674893256,0.092675059,-0.37243989,-0.061931804,-0.369057389,NA,-0.120180198,-0.177028432,4.306655021,1.764732266,-0.676599144,-0.733804127,-0.001799763,-0.235015484,-1.352623252,-0.488434126,-0.467992041,-1.476813472,-0.073771619,-0.007871719,0.756778902,-0.568756799,0.167577881,-0.016689166,0.165737608,0.23327119,-0.786025686,0.481860176,0.027481237,0.014737186,-0.341864763,-16.19840385,-0.090481692,-0.027703661,1.515139776,-0.092808552,0.552042245,-0.10684196,0.060161429,-0.077300188,0.003562081,0.645227082,-1.561607669,0.202676829,-0.07901971,0.465618896,-0.094080465,0.293624419,-0.261436051,0.053870576,-0.879098542,-0.273081527,-1.755100543,0.389903119,0.838300427,0.014672992,-0.021464061,-0.021672548,-0.082527676,-1.01920407,-0.434187558,-0.083874848,-1.375316537,-0.203551461,-0.298901174,0.180209997,0.663898348,0.280874025,-0.379916604,-0.133414298,0.143824716,-0.017343174,-0.106572838,-0.941601858,-0.589586262,-0.089023997,0.031611693,-0.145102681,-1.256837809,0.23044124,-1.003333702,-0.232310851,-0.033346907,0.182594,-0.162516992,-0.095705764,0.123149356,-0.218221628,0.088150502,-0.619620533,-0.966755525,0.13414577,-0.042536683,0.012191283,0.035488681,-0.031733084
-0.019760947,-0.117832439,0.091205983,0.017545067,-0.466666554,0.003066773,-0.040404848,-0.108795711,-0.047424309,-1.520085496,-0.060314608,0.06781835,0.015517627,-1.121997666,-0.344239526,0.065337155,0.00775115,-0.037849807,-0.010774499,-0.001348334,-0.033878071,-0.00695208,-0.014311233,-0.013966862,0.086130735,-0.191515466,0.038407687,-0.895858926,-0.265550548,-0.074930966,0.257402643,-0.020208769,-0.021628748,0.090383883,0.124534421,0.25021802,0.009418132,0.026872455,-0.036399341,-0.089735248,0.055393667,-0.107129639,-0.011140633,0.028574709,0.013442211,-0.193234753,-0.221907987,0.259665817,0.013581039,0.113213427,-0.006509205,0.154674509,-0.007733361,0.019186738,-0.057351999,-0.035410607,-0.191774709,0.234290879,-0.00854467,0.007278982,-0.000790605,0.006798862,-0.038271034,0.542054291,-0.007490745,-0.00315891,-0.002754432,-0.091690364,0.039260555,-0.106933687,-0.062899504,0.000255254,-0.597496157,-0.089276948,-0.002019443,-0.062780397,-0.011598245,-0.048036793,0.034088781,-0.007560268,0.003098005,0.009150415,0.525601537,0.263646429,-0.012954944,-0.166062456,-0.263610523,-0.005458731,-0.059874902,-0.008082765,0.115877664,-0.037607272,-0.112075478,-0.017211758,-0.101764815,0.007209668,0.015766781,0.009137333,-0.009188599,0.00905646
0.413169833,0.157887461,2.231336626,1.043581509,-1.60250763,0.389406142,1.379084112,1.847471056,1.236792879,-0.156728454,0.974157473,1.920251486,-5.075493329,-0.156003809,0.55512088,1.740408412,0.14673328,1.345999297,2.006823371,0.905398227,-1.641068575,1.297288522,1.852343174,0.696045056,1.15379803,1.187425233,0.874573157,-6.525578757,0.97473337,0.584821851,1.332364952,0.389057751,0.73168551,0.509351281,0.825950737,0.460074035,0.808527343,0.987670178,2.470148918,1.585133449,0.278633648,1.501410769,0.351687008,1.408352926,0.36904873,0.665315596,1.197791355,1.238775205,0.665083643,0.882482049,0.675484965,0.372492495,1.48920116,0.823157546,0.973458675,1.213328564,-7.034304207,0.380923417,1.548954896,0.707366646,0.390391883,0.209792065,1.138183464,0.227214674,4.937456507,1.139861432,0.458634004,0.664282523,0.95481409,0.640019219,0.623627189,1.228655873,2.111359865,0.298783245,0.827524217,1.334303071,1.125853918,4.378414789,4.684924446,0.92944572,-1.905864356,0.373252332,0.53849388,1.329369529,0.015009972,-0.025659165,3.140951712,1.438698542,1.044687839,0.133268299,1.597996625,1.217584586,1.243339025,0.826674812,0.193576746,0.880716112,2.195334407,0.694405167,0.778195761,0.521312742
0.8735548,0.7451392,1.0151314,1.026261,0.5984432,0.8516885,0.9557198,0.9641884,0.9960307,NA,0.8634215,1.0161632,0.9527808,0.8106168,0.8941528,0.9606952,0.9839325,0.9372339,2.0898777,0.9511276,0.9677865,0.9182607,0.9837262,1.0359913,1.8286212,0.8082433,1.6007767,0.8007375,0.9358107,1.3833274,NA,1.0274549,0.9824699,1.4945232,1.0221316,1.0619919,0.7875593,0.9407183,1.019087,1.2834745,1.0297319,1.0017263,0.8780922,0.8612974,0.9487451,0.428506,2.7285689,0.9908263,0.93662,0.9180907,1.0354634,1.1381039,1.169201,1.0846771,0.151757,1.1155704,0.151757,1.4984362,0.9360241,0.9546689,0.8232288,0.9689961,0.9938268,0.9539536,0.8812164,1.1314275,1.0597168,0.9920181,0.9530557,1.2491086,2.2226223,0.9562667,0.7657264,0.9585598,0.98305,1.0903517,1.2554347,0.699384,0.887811,0.9778902,1.0215248,0.9387948,0.9824754,0.9471081,0.4675515,0.9810548,0.9567467,1.0170182,0.9438933,0.8502973,0.7456818,1.1941081,0.9811848,0.9216469,0.9957148,0.952454,1.024335,1.0020657,1.0415282,0.9970878
0.167620226,-0.428956835,0.394768033,0.094822353,-0.942378912,0.191741122,-0.038166777,-0.192384645,0.181389288,-22.17460317,0.398161968,0.041062646,-0.575995449,-8.873004695,-0.660056657,-0.019202941,0.465638269,0.346003151,0.17956818,0.247816658,-0.291930479,0.038464246,0.032105833,0.09571334,0.266919185,0.082376088,0.114715562,-12.03965124,-0.798778833,-1.072354486,0.150428092,-1.013952062,0.327787788,0.302251288,0.74563862,-0.768640351,0.271435819,0.339170692,0.204318172,0.129125693,0.072735579,-0.233435974,0.183601867,0.186089933,0.339486644,-0.121132537,0.352912482,0.152737535,0.185383985,-0.197148224,0.416566226,-1.515685872,0.113016038,0.166513999,-1.337596669,0.198631492,-4.926526097,0.194455271,0.334426458,0.121217943,0.385012381,0.472771926,0.355526341,-4.258193445,-0.048202258,0.568136337,0.036684303,0.458523743,-0.086496172,0.382807435,0.111955535,0.084950686,-5.105146242,0.655225624,0.176045531,0.02882331,0.689733626,0.141171684,0.020820156,0.211457536,-1.108331381,0.232256309,0.283406755,0.167475601,-6.534391534,-0.742030984,-0.045020166,0.37055548,0.400063085,-0.014856801,0.048087432,0.172618443,0.165236191,0.308449075,-0.101839424,0.383738037,0.3037152,0.288295256,0.468857939,0.464925373
0.161960724,-0.157887975,0.063681002,0.08834668,-0.700820565,0.10552672,0.05517437,-0.031264386,0.022772885,-7.016393443,0.059131178,0.068389205,-0.08508406,-3.507120501,-0.474504249,0.080400163,0.25923402,-0.00339298,0.076508368,0.130253209,0.056395661,-0.010787822,0.077440817,0.12714333,0.080258523,-0.136132564,-0.026328162,-5.28586257,0.059854138,-0.013894773,0.089808894,0.109316707,0.128814619,0.365902173,0.109592175,0.023848684,0.126268392,0.172504026,0.019038454,-0.030038896,0.166718088,-0.014753882,0.162982139,0.08083087,0.111832928,-0.248897805,0.048972056,0.112888053,0.120147634,0.150123805,0.112886268,0.381587041,0.016317482,0.111490154,-0.115110054,0.047174282,-0.196733047,0.162028737,0.06865755,0.068197099,0.143384332,0.196184275,0.087519955,-0.010391687,0.049386044,0.067071203,0.045255732,0.145710598,0.059130152,-0.010291819,-0.051837568,0.09271213,-0.689004073,0.11431909,0.100837696,0.042832456,0.147421829,-0.190398698,0.049280361,0.086266259,0.015276987,0.137339481,0.305642962,0.059977922,-0.775132275,0.042217536,-0.248973511,0.069047942,0.078347878,0.085772735,0.100546448,0.090526615,-0.081802616,0.096569852,-0.006488703,0.137731453,0.065024089,0.07235146,0.124529596,0.102435193
-0.042140216,0.10022779,0.066347917,-0.017357595,0.13034937,-0.034367341,-0.042159726,-0.041039047,-0.038199001,0.118902439,-0.080460495,0.038577209,0.19815051,0.470658544,0.002584814,-0.033903265,-0.014644948,0.0137829,-0.024030771,-0.100438392,-0.038958315,-0.179723971,-0.044015325,-0.046468418,0.057923714,-0.083187143,0.058732612,0.99104836,-0.214205507,-0.000490336,-0.606048099,-0.178436501,-0.079976516,-0.126741466,0.241334514,0.442052566,-0.081462244,-0.031391599,-0.005675057,-0.062484026,-0.030010985,-0.0357121,-0.084244045,-0.019994356,-0.116512378,-0.024191226,0.020705816,0.193427532,-0.036842656,0.303841379,-0.061879853,-0.109044023,-0.06217287,-0.145968368,0.031842752,0.054213209,0.37159979,0.248642403,-0.033465615,-0.026825925,-0.091971685,-0.076423837,-0.061913975,0.39863535,-0.005564967,-0.06417289,-0.00180157,-0.112530017,0.041062909,-0.150149958,-4.6793e-05,0.036645236,-0.358034745,-0.107864071,-0.021108838,-0.080307207,-0.04593967,0.1,0.059680069,0.014474451,0.174593254,-0.022380845,-0.323804435,0.183863433,0.416666667,0.159931373,-0.080987323,-0.083030821,-0.061549722,0.31202651,0.043378995,-0.081426109,0.010443548,-0.078208385,-0.001260281,-0.172416523,0.042846486,-0.055121669,-0.001616628,-0.076834407
